1778082673338 Linux 6.8.0-1021-gcp (memcache-server-9cj8) 05/06/26 _x86_64_ (4 CPU)
1778082674338
1778082674340 15:51:13 CPU %usr %nice %sys %iowait %irq %soft %steal %guest %gnice %idle
1778082698340 15:51:38 all 1.53 0.00 7.34 0.00 0.00 7.95 0.00 0.00 0.00 83.18
1778082699340 15:51:39 all 0.51 0.00 1.29 0.00 0.00 1.03 0.00 0.00 0.00 97.17
1778082700340 15:51:40 all 1.03 0.00 2.06 0.00 0.00 2.57 0.00 0.00 0.00 94.34
1778082701340 15:51:41 all 2.11 0.00 12.08 0.00 0.00 11.78 0.00 0.00 0.00 74.02
1778082702339 15:51:42 all 2.31 0.00 10.09 0.00 0.00 9.51 0.00 0.00 0.00 78.10
1778082703340 15:51:43 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082704341 15:51:44 all 1.61 0.00 6.70 0.00 0.00 7.77 0.00 0.00 0.00 83.91
1778082705340 15:51:45 all 2.33 0.00 17.15 0.00 0.00 15.99 0.00 0.00 0.00 64.53
1778082706340 15:51:46 all 1.61 0.00 9.38 0.00 0.00 7.51 0.00 0.00 0.00 81.50
1778082707340 15:51:47 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082708341 15:51:48 all 2.75 0.00 15.38 0.00 0.00 14.29 0.00 0.00 0.00 67.58
1778082709341 15:51:49 all 3.41 0.00 20.45 0.00 0.00 18.47 0.00 0.00 0.00 57.67
1778082710340 15:51:50 all 1.04 0.00 4.42 0.00 0.00 3.64 0.00 0.00 0.00 90.91
1778082711341 15:51:51 all 0.50 0.00 2.02 0.00 0.00 2.02 0.00 0.00 0.00 95.47
1778082712342 15:51:52 all 3.25 0.00 24.39 0.00 0.00 23.04 0.00 0.00 0.00 49.32
1778082713344 15:51:53 all 3.50 0.00 23.18 0.00 0.00 19.41 0.00 0.00 0.00 53.91
1778082714344 15:51:54 all 0.25 0.00 0.50 0.00 0.00 0.25 0.00 0.00 0.00 98.99
1778082715346 15:51:55 all 2.07 0.00 9.33 0.00 0.00 9.07 0.00 0.00 0.00 79.53
1778082716346 15:51:56 all 3.54 0.00 27.52 0.00 0.00 24.52 0.00 0.00 0.00 44.41
1778082717345 15:51:57 all 2.36 0.00 17.28 0.00 0.00 15.18 0.00 0.00 0.00 65.18
1778082718345 15:51:58 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082719346 15:51:59 all 3.39 0.00 20.37 0.00 0.00 17.75 0.00 0.00 0.00 58.49
1778082720346 15:52:00 all 4.72 0.00 32.28 0.00 0.00 25.98 0.00 0.00 0.00 37.01
1778082721345 15:52:01 all 1.77 0.00 10.38 0.00 0.00 9.11 0.00 0.00 0.00 78.73
1778082722345 15:52:02 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.24
1778082723347 15:52:03 all 4.92 0.00 33.42 0.00 0.00 29.02 0.00 0.00 0.00 32.64
1778082724347 15:52:04 all 4.68 0.00 36.36 0.00 0.00 28.31 0.00 0.00 0.00 30.65
1778082725345 15:52:05 all 0.50 0.00 1.76 0.00 0.00 1.26 0.00 0.00 0.00 96.48
1778082726348 15:52:06 all 1.26 0.00 10.33 0.00 0.00 7.81 0.00 0.00 0.00 80.60
1778082727348 15:52:07 all 5.41 0.00 38.14 0.00 0.00 31.96 0.00 0.00 0.00 24.48
1778082728346 15:52:08 all 4.07 0.00 28.75 0.00 0.00 24.68 0.00 0.00 0.00 42.49
1778082729345 15:52:09 all 0.75 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 98.49
1778082730345 15:52:10 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 98.99
1778082731346 15:52:11 all 0.25 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082732346 15:52:12 all 6.75 0.00 2.00 0.25 0.00 0.00 0.00 0.00 0.00 91.00
