1778082323468 Linux 6.8.0-1021-gcp (memcache-server-9cj8) 05/06/26 _x86_64_ (4 CPU)
1778082324469
1778082324470 15:45:23 CPU %usr %nice %sys %iowait %irq %soft %steal %guest %gnice %idle
1778082388472 15:46:28 all 0.00 0.00 1.04 0.00 0.00 0.26 0.00 0.00 0.00 98.69
1778082389473 15:46:29 all 0.25 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.25
1778082390473 15:46:30 all 0.26 0.00 0.53 0.00 0.00 0.00 0.00 0.00 0.00 99.21
1778082391473 15:46:31 all 0.55 0.00 0.83 0.00 0.00 0.55 0.00 0.00 0.00 98.07
1778082392473 15:46:32 all 0.26 0.00 1.06 0.00 0.00 0.79 0.00 0.00 0.00 97.89
1778082393473 15:46:33 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082394473 15:46:34 all 0.00 0.00 1.66 0.00 0.00 0.83 0.00 0.00 0.00 97.51
1778082395473 15:46:35 all 0.85 0.00 2.83 0.00 0.00 1.13 0.00 0.00 0.00 95.18
1778082396473 15:46:36 all 0.52 0.00 0.52 0.00 0.00 0.52 0.00 0.00 0.00 98.44
1778082397473 15:46:37 all 0.00 0.00 0.75 0.00 0.00 0.50 0.00 0.00 0.00 98.75
1778082398473 15:46:38 all 0.87 0.00 5.78 0.00 0.00 3.18 0.00 0.00 0.00 90.17
1778082399473 15:46:39 all 1.41 0.00 6.50 0.00 0.00 3.11 0.00 0.00 0.00 88.98
1778082400473 15:46:40 all 0.25 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.24
1778082401474 15:46:41 all 0.52 0.00 4.15 0.00 0.00 1.04 0.00 0.00 0.00 94.30
1778082402473 15:46:42 all 1.93 0.00 10.50 0.00 0.00 5.80 0.00 0.00 0.00 81.77
1778082403474 15:46:43 all 1.34 0.00 8.29 0.00 0.00 3.21 0.00 0.00 0.00 87.17
1778082404473 15:46:44 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082405474 15:46:45 all 1.32 0.00 9.74 0.00 0.00 4.74 0.00 0.00 0.00 84.21
1778082406474 15:46:46 all 2.69 0.00 16.94 0.00 0.00 7.26 0.00 0.00 0.00 73.12
1778082407473 15:46:47 all 0.77 0.00 6.70 0.00 0.00 3.09 0.00 0.00 0.00 89.43
1778082408474 15:46:48 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082409474 15:46:49 all 2.68 0.00 17.96 0.00 0.00 7.77 0.00 0.00 0.00 71.58
1778082410475 15:46:50 all 2.69 0.00 19.89 0.00 0.00 8.06 0.00 0.00 0.00 69.35
1778082411474 15:46:51 all 0.50 0.00 2.02 0.00 0.00 1.26 0.00 0.00 0.00 96.22
1778082412475 15:46:52 all 0.77 0.00 4.34 0.00 0.00 2.30 0.00 0.00 0.00 92.60
1778082413474 15:46:53 all 2.17 0.00 20.65 0.27 0.00 11.14 0.00 0.00 0.00 65.76
1778082414474 15:46:54 all 1.60 0.00 16.04 0.00 0.00 9.36 0.00 0.00 0.00 72.99
1778082415474 15:46:55 all 0.50 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082416475 15:46:56 all 1.31 0.00 10.21 0.00 0.00 6.02 0.00 0.00 0.00 82.46
1778082417475 15:46:57 all 2.45 0.00 20.38 0.00 0.00 11.68 0.00 0.00 0.00 65.49
1778082418474 15:46:58 all 1.57 0.00 9.95 0.00 0.00 5.76 0.00 0.00 0.00 82.72
1778082419474 15:46:59 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082420475 15:47:00 all 2.67 0.00 16.84 0.00 0.00 9.36 0.00 0.00 0.00 71.12
1778082421475 15:47:01 all 2.74 0.00 22.19 0.00 0.00 10.41 0.00 0.00 0.00 64.66
1778082422474 15:47:02 all 0.51 0.00 4.86 0.00 0.00 2.05 0.00 0.00 0.00 92.58
1778082423476 15:47:03 all 0.25 0.00 2.04 0.00 0.00 1.02 0.00 0.00 0.00 96.69
1778082424475 15:47:04 all 2.44 0.00 21.14 0.00 0.00 12.47 0.00 0.00 0.00 63.96
1778082425474 15:47:05 all 1.91 0.00 19.67 0.00 0.00 10.66 0.00 0.00 0.00 67.76
1778082426474 15:47:06 all 0.75 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082427475 15:47:07 all 0.78 0.00 7.75 0.00 0.00 5.43 0.00 0.00 0.00 86.05
1778082428475 15:47:08 all 2.45 0.00 20.38 0.00 0.00 12.50 0.00 0.00 0.00 64.67
1778082429475 15:47:09 all 2.09 0.00 13.09 0.00 0.00 7.33 0.00 0.00 0.00 77.49
1778082430475 15:47:10 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082431476 15:47:11 all 1.86 0.00 13.53 0.00 0.00 8.22 0.00 0.00 0.00 76.39
1778082432475 15:47:12 all 3.23 0.00 20.70 0.00 0.00 11.56 0.00 0.00 0.00 64.52
1778082433475 15:47:13 all 1.03 0.00 6.94 0.00 0.00 3.08 0.00 0.00 0.00 88.95
1778082434475 15:47:14 all 0.51 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.24
1778082435475 15:47:15 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082436475 15:47:16 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082437475 15:47:17 all 0.76 0.00 1.51 0.00 0.00 0.00 0.00 0.00 0.00 97.73
2422915 15:47:02 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082423916 15:47:03 all 1.56 0.00 11.17 0.00 0.00 6.49 0.00 0.00 0.00 80.78
1778082424916 15:47:04 all 1.92 0.00 21.43 0.00 0.00 12.09 0.00 0.00 0.00 64.56
1778082425915 15:47:05 all 1.31 0.00 9.69 0.00 0.00 5.24 0.00 0.00 0.00 83.77
1778082426915 15:47:06 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082427916 15:47:07 all 1.87 0.00 16.58 0.00 0.00 11.23 0.00 0.00 0.00 70.32
1778082428916 15:47:08 all 2.71 0.00 20.60 0.00 0.00 12.74 0.00 0.00 0.00 63.96
1778082429915 15:47:09 all 0.77 0.00 4.09 0.00 0.00 1.53 0.00 0.00 0.00 93.61
1778082430917 15:47:10 all 0.51 0.00 2.53 0.00 0.00 1.52 0.00 0.00 0.00 95.44
1778082431916 15:47:11 all 2.97 0.00 20.27 0.00 0.00 12.16 0.00 0.00 0.00 64.59
1778082432916 15:47:12 all 2.70 0.00 18.60 0.00 0.00 9.16 0.00 0.00 0.00 69.54
1778082433916 15:47:13 all 0.50 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 98.99
1778082434916 15:47:14 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082435916 15:47:15 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082436916 15:47:16 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
 15:46:58 all 1.55 0.00 7.25 0.00 0.00 3.89 0.00 0.00 0.00 87.31
1778082419607 15:46:59 all 0.50 0.00 1.01 0.00 0.00 0.00 0.00 0.00 0.00 98.49
1778082420608 15:47:00 all 2.70 0.00 19.95 0.00 0.00 10.78 0.00 0.00 0.00 66.58
1778082421608 15:47:01 all 2.74 0.00 21.92 0.00 0.00 10.68 0.00 0.00 0.00 64.66
1778082422606 15:47:02 all 0.00 0.00 2.03 0.00 0.00 0.51 0.00 0.00 0.00 97.46
1778082423608 15:47:03 all 0.77 0.00 4.86 0.00 0.00 2.81 0.00 0.00 0.00 91.56
1778082424608 15:47:04 all 2.17 0.00 21.20 0.00 0.00 12.23 0.00 0.00 0.00 64.40
1778082425607 15:47:05 all 1.63 0.00 16.53 0.00 0.00 8.94 0.00 0.00 0.00 72.90
1778082426607 15:47:06 all 0.75 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082427608 15:47:07 all 1.04 0.00 10.16 0.00 0.00 7.29 0.00 0.00 0.00 81.51
1778082428608 15:47:08 all 2.45 0.00 20.71 0.00 0.00 12.26 0.00 0.00 0.00 64.58
1778082429607 15:47:09 all 1.82 0.00 10.42 0.00 0.00 5.73 0.00 0.00 0.00 82.03
1778082430607 15:47:10 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082431608 15:47:11 all 2.39 0.00 16.22 0.00 0.00 10.11 0.00 0.00 0.00 71.28
1778082432608 15:47:12 all 2.99 0.00 20.92 0.00 0.00 11.14 0.00 0.00 0.00 64.95
1778082433607 15:47:13 all 1.27 0.00 4.33 0.00 0.00 1.78 0.00 0.00 0.00 92.62
1778082434607 15:47:14 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082435607 15:47:15 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082436607 15:47:16 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
